# Pathway	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B7	B8	B9	C1	C2	C3	C4	C5	C6	C7	MAD001F	MAD005C	MAD006F	MAD009F	MAD012C	MAD012F	MAD013C	MAD013F	MAD014F	MAD015F	MAD024C	MAD024Crep	MAD025C	MAD025F	MAD026C	MAD026F	MAD029F	MAD032F	MAD035F	MAD037F	MAD038C	MAD038F	MAD039F	MAD040F	MAD041F	MAD042F	MAD043F	MAD044F	MAD045F	MAD046F	MAD047F	MAD048C	MAD048F	MAD049C	MAD049F	MAD050C	MAD050F	MAD051C	MAD051F	MAD052C	MAD052F	MAD053C	MAD053F	MAD054C	MAD054F	MAD055C	MAD055F	MAD056C	MAD056F	MAD057C	MAD057F	MAD058C	MAD058F	MAD059F	MAD060C	MAD060F
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000117897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Pseudomonas.s__Pseudomonas_helleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000251593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Pseudopropionibacterium.s__Pseudopropionibacterium_propionicum	0	0	0.000000189877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000502097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Raoultella.s__Raoultella_planticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000263124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_faecis	0.000000458187	0	0	0.00000642316	0.00000553445	0.00000643151	0	0.000000117272	0	0	0	0	0	0.00000094549	0.0000067957	0.0000234369	0.000000409001	0.0000349035	0	0.00000176585	0	0.0000141819	0.00000233393	0	0.0000474164	0.000000959766	0.00000877049	0.000000268808	0.0000276111	0	0	0	0.0000115923	0.00000875821	0.000000454314	0	0.00000341631	0.0000174135	0.0000055792	0.00000146613	0.00000258318	0.00000227329	0.00000339432	0.00000272212	0.00000253128	0.00000186664	0.00000172429	0	0.00000612096	0.0000022631	0	0	0.00000344946	0	0.00000318659	0	0.0000120273	0.0000180144	0.00000313756	0	0.00000650155	0	0.00000355832	0.00000446658	0.0000096194	0.0000000873495	0.0000339606	0.0000000536675	0.0000197642	0	0.00000061834	0	0.00000674321	0	0.0000325021	0	0.00000154256	0	0	0	0	0.00000657886	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_hominis	0	0.000000765387	0	0.00000102217	0.00000022428	0.00000108187	0.00000038532	0.000000384192	0.00000567228	0.000000121637	0.000000108732	0	0.00000230093	0.000000154609	0.000000506449	0.0000027356	0.0000000756233	0	0.000000646517	0.000000203271	0	0	0.0000000819068	0.00000206927	0.00000117378	0.000000073211	0	0.0000107221	0.000000461067	0.000000142424	0.000000196976	0	0.00000139119	0.000000899945	0.000000895341	0.000000468041	0	0.0000000789958	0.00000125151	0	0.00000408283	0.00000329422	0.0000000746867	0.000000441133	0	0	0.000000590404	0.00000031834	0.00000557667	0.00000356847	0	0.0000000801058	0.000000249912	0	0.0000019754	0	0.0000019135	0.000000788534	0.000000407157	0	0.00000106845	0.000000204211	0.000000852315	0	0.000000771428	0.000000367112	0.0000014376	0	0.00000027685	0	0.000000230099	0	0.00000231739	0	0.0000000582805	0.0000000679525	0.000000487755	0	0	0	0	0.000000730076	0	0	0	0.000000270079
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_intestinalis	0.00000249772	0.000000121732	0.00000033097	0	0	0.000000396819	0	0	0.000000145047	0	0.00000883764	0	0	0.00000285036	0.00000017547	0	0.00000282363	0.0000112674	0.00000750497	0.00000122845	0.0000113762	0.000000918	0	0.000000269427	0.000000863818	0.0000000887789	0.00000216761	0	0.0000161688	0	0.00000078475	0	0.0000000800568	0	0	0.000000177722	0.000000301709	0.00000650697	0.00000286856	0	0.00000235779	0.00000179697	0	0	0.00000363372	0.000136848	0.000000159378	0	0.000000551808	0	0	0.0000077295	0	0.00000760309	0.0000130393	0	0.00000133408	0.000000180755	0	0	0	0	0.000000407905	0.000000161162	0.000000574669	0	0.0000027225	0	0	0	0	0	0	0	0.00000127555	0	0	0	0	0	0	0.0000000953438	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_sp_CAG_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000392798	0.000000210156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000013729	0	0.000000340424	0.00000501041	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Roseburia.s__Roseburia_sp_CAG_303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000253034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Rothia.s__Rothia_mucilaginosa	0	0	0.000000111089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000574759	0	0	0	0	0.000000158174	0	0	0.000000179716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0.00000203906	0	0	0	0	0.00000010644	0.00000186628	0.00000224206	0	0	0.000000964079	0.0000000522105	0.00000116784	0	0.000000136932	0.00000119631	0.000000172093	0	0.000000365905	0.0000000491588	0	0	0.00000219941	0.0000000841233	0.000000938999	0	0	0	0.0000000970368	0	0.0000000396303	0	0.000000199571	0.00000188859	0	0.000000410346	0	0.000000782189	0.000000300285	0.000000438057	0	0	0	0.00000112038	0	0	0.000000568005	0.00000101392	0.000000828461	0.000000635832	0.000000676397	0.000000642468	0.00000145398	0.000000686218	0.000000302377	0.000000494821	0.00000054749	0.00000172464	0.00000125375	0	0	0	0.000000841863	0	0.00000371028	0	0.000000125461	0	0.00000651774	0.0000000707524	0.00000376558	0	0.00000068665	0	0.00000112266	0	0.000000199389	0	0.000000060935	0	0.0000153915	0	0.00000154758	0.00000074981	0	0.000000419821
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0.000000862495	0.000000109474	0.00000112861	0	0	0.00000561291	0	0.0000036504	0.0000000681629	0	0	0	0	0	0	0	0	0	0	0.0000000450333	0.00000949547	0.000000532651	0	0	0.00000173548	0.00000165962	0	0	0.0000443424	0.0000564156	0	0	0	0	0	0	0	0.00000141767	0	0	0.0000110198	0	0	0	0.000000270588	0	0.00000917726	0.00000199378	0	0	0	0	0	0.00000229017	0.000012897	0.0000000412316	0	0	0	0	0	0.00000423768	0.000001697	0.0000000494351	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0.00000110453	0.000000168427	0.000000452591	0.000000400174	0.000000264118	0.0000000574798	0.0000012512	0.000000973193	0.000000130952	0	0.000000447453	0.000000301184	0.00000103203	0.000000313262	0.00000214907	0.000000316027	0.0000000867139	0	0.00000160856	0.000000109167	0.000000310542	0.00000389969	0.000000177265	0.000000593449	0	0.000000247048	0	0	0.000000298364	0	0.000000277241	0	0.000000400685	0.000000399765	0.00000129362	0.000000353074	0	0	0.000000470646	0.0000021691	0	0	0.0000000391286	0.000000580994	0.00000118846	0.000000405843	0.000000373898	0.0000010253	0.000000291216	0.000000385766	0	0.00000301015	0.00000112694	0.000000370745	0.000000177301	0.000000260864	0.000000249021	0.00000148788	0.000000995614	0.00000043705	0	0	0.000000264327	0	0.000000426659	0.00000110862	0.000000480981	0	0.000000438158	0.000000367425	0.000000214127	0	0.000000410455	0	0.000000198168	0	0.000000140252	0.0000057529	0.000000354231	0.000000192432	0.0000153999	0.000000437542	0.000000781738	0	0.000000157047	0.000000567588
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Saccharomyces.s__Saccharomyces_cerevisiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000995576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Sanguibacteroides.s__Sanguibacteroides_justesenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000018472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000404772	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Slackia.s__Slackia_isoflavoniconvertens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000551994	0	0	0	0	0	0	0	0	0	0	0	0.000000798871	0.000000102545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000133748	0	0	0	0	0	0	0	0	0	0	0	0.000000393025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000619938	0.000000839453	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Slackia.s__Slackia_piriformis	0	0	0	0.00000147817	0.000000334259	0	0	0	0	0	0	0	0	0	0.00000104183	0	0.000000115187	0	0	0.000000208347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000115503	0.00000158528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000613398	0.000000770354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000176851	0.000000875253	0	0	0	0	0	0	0	0	0	0	0	0.000000169205	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_equinus	0.000000326483	0	0	0	0	0	0	0	0	0	0	0	0.000000394716	0	0.000000609412	0	0	0	0	0	0	0	0	0	0	0	0.00000016472	0.00000265883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000053604	0.0000000708047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000823872	0	0.000000227244	0	0	0	0	0	0	0	0	0	0	0	0	0.00000301078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000061579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_infantarius	0.000000931223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000905748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000799009	0.000000382265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_infantis	0	0	0.00000037956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_lutetiensis	0.000000637649	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000101168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000986371	0.000000388576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000123069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_mitis	0	0	0.000000983989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000592284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000388307	0	0	0	0	0	0	0	0	0.000000272312	0	0	0	0.0000000685706	0	0	0	0.000000616051	0	0	0	0	0	0	0	0.000000140916	0	0.000000173474	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000155311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_oralis	0	0	0.000000298115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000155623	0	0	0	0.0000000561744	0.000000165468	0	0	0.00000104218	0	0	0	0.000000147747	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_parasanguinis	0.000000429116	0	0.000000110904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000139262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000222767	0	0	0	0	0	0	0	0	0.000000248635	0	0	0	0.0000000781573	0.000000834043	0	0	0.000000181057	0	0	0	0.000000236925	0	0	0	0.000000129826	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0.000000656905	0	0.00000125704	0	0	0	0	0	0	0	0	0	0	0	0.000000096352	0.0000208377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000138156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_pneumoniae	0.00000261374	0	0.00000150949	0	0.000000278111	0	0	0	0	0.000000182805	0	0	0.000000163041	0	0.000000184229	0.000000532653	0	0	0.000000371138	0.0000000754881	0.000000094268	0.000000449269	0	0	0.000000650411	0.000000388852	0.00000065442	0.000000525558	0	0.0000000602761	0.00000013478	0.000000175038	0	0	0	0	0	0	0	0.000000162599	0.000000157613	0.000000219373	0.00000010386	0	0	0.000000687526	0.000000904634	0.000000132921	0	0.000000275342	0	0.000000482364	0	0	0.000000270138	0	0.000000160466	0.000000355746	0.000000115313	0.000000206592	0.0000019421	0.000000171614	0.00000041025	0.000000267128	0.000000173596	0	0	0.000000185081	0.00000156431	0	0	0.000000897231	0	0.000000211749	0.000000726766	0	0	0.000000727709	0.00000142564	0	0	0.000000376675	0	0	0.000000110391	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	0	0	0.000000839762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000175331	0	0	0	0	0	0	0	0.000000223437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_salivarius	0.000000282183	0	0.000000518043	0	0.000000294794	0	0	0	0.0000000799677	0.000000239769	0.0000000343873	0.000000102348	0.000000101523	0	0	0.000000473129	0.0000000678337	0	0	0.000000155502	0	0.000000401072	0	0	0.000000932553	0.0000000871213	0.000000163177	0.000000179557	0	0.0000000638664	0.000000218074	0.0000000404189	0	0.000000159686	0	0	0	0	0	0.000000248444	0.000000133124	0.000000185632	0.000000126462	0.00000012347	0	0.000000111417	0.00000060911	0.000000362693	0	0.000000216578	0	0.000000555627	0.000000141349	0.0000000439429	0.000000321305	0.0000000959322	0.000000140761	0.000000284093	0.0000000891882	0.000000134283	0.00000057896	0.000000130322	0.000000328849	0.000000213044	0.0000000669147	0	0	0.0000000778442	0.0000044931	0	0	0.000000496176	0.000000187772	0	0.00000111846	0.000000369026	0.0000000933553	0.000000130969	0.000000818245	0	0	0	0	0.000000147905	0.000000117485	0.0000000745822
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_sanguinis	0.000000101928	0	0.00000106622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000661534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_thermophilus	0.000000479409	0	0	0	0	0	0	0	0	0.000000210379	0	0	0	0	0.00000133477	0	0	0	0.0000000205946	0.000000480805	0	0	0.000000657509	0	0.000000604192	0.000000100373	0	0.0000000557206	0.000000492516	0.000000302609	0.000000168017	0.0000000449149	0.00000557622	0	0	0.000000276477	0	0.0000024522	0	0	0	0	0	0	0	0	0.00000071737	0	0.000000179407	0	0.000000255578	0.000000066044	0.000000742197	0	0	0.000000711355	0.0000000794498	0	0.000000546293	0.000000225292	0	0	0.00000162941	0	0	0	0	0	0.000011218	0	0.000000453435	0	0	0	0	0	0.00000033518	0	0	0	0.0000153969	0	0	0.00000524954	0	0.00000133871
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Streptococcus.s__Streptococcus_viridans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000025801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	0.000000270206	0.00000196118	0.000000227121	0.00000386398	0.00000462494	0.00000168612	0	0.0000171626	0.000000806906	0.0000084346	0.000000571884	0	0.00000414435	0.000000732419	0.00000812186	0.0000142714	0.00000120622	0.00000273112	0.00000391851	0.000000807459	0.00000845661	0	0.000000191283	0.00000647336	0.00000536409	0.0000051472	0.00000213845	0.00000108116	0.0000000334896	0.00000173441	0	0.000000511076	0.00000385788	0.00000353922	0.00000123064	0.00000290961	0.00000135862	0.00000346754	0.00000237978	0.00000469795	0.000000878701	0.000000683715	0.00000107646	0.00000393663	0.000000100325	0	0.0000109021	0.00000260796	0.0000146885	0	0.00000133344	0.0000141889	0	0.00000856385	0.00000236796	0.000000789592	0.0000150206	0.00000194237	0	0.000000442212	0.00000351803	0.000000369418	0.00000139205	0.000000873199	0.00000354936	0.00000611663	0.0000132235	0	0.00000289044	0	0	0.000000288164	0.00000307434	0.00000163403	0.00000077989	0	0.000000767024	0	0	0.0000140511	0.00000946389	0	0.000000796331	0.000000915488	0.00000123325	0.000006858
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Sutterella.s__Sutterella_sp_CAG_397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000600417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Sutterella.s__Sutterella_wadsworthensis	0.00000547505	0.000011072	0.000012502	0.00000579176	0	0	0	0	0.00000533206	0	0.0000055254	0.00000564774	0.00000556093	0.00000621505	0.00000277743	0	0.00000378351	0	0	0.00000357302	0	0	0	0	0	0	0.0000100632	0.00000546462	0	0.0000147911	0	0	0	0.00000417594	0.00000489097	0.00000687527	0	0	0.0000033046	0	0.00000793919	0.00000876196	0.0000217007	0.0000075087	0	0	0	0.00000521079	0.00000476859	0	0	0	0	0	0	0	0.00000825052	0.00000821396	0	0	0.00000350677	0	0	0.0000096556	0.00000639505	0	0	0.00000241857	0.0000102283	0	0	0.00000635243	0.00000173008	0	0	0.00000744799	0.00000258679	0.00000286258	0.00000200082	0.00000890207	0.00000768651	0.00000688178	0.00000303013	0	0.0000159997	0.0000062547
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Turicibacter.s__Turicibacter_sanguinis	0	0	0	0	0	0.0000000570934	0.000000416383	0	0	0	0	0	0	0.0000000803224	0	0.0000000250511	0	0	0.000000589936	0	0.000000284721	0	0	0	0	0	0	0.000000487473	0	0	0	0	0	0	0	0.00000031311	0	0.000000135282	0	0	0	0	0	0	0	0	0	0	0.0000000964597	0.000000364776	0	0	0	0	0	0	0.000000242763	0	0	0.000000136192	0.000000177149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000396054	0.000000346049	0.000000830239	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Veillonella.s__Veillonella_atypica	0.00000176797	0	0.00000117117	0	0	0	0	0	0	0.000000103831	0	0.000000323426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000941887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000129499	0	0	0	0	0.0000011344	0	0.00000153743	0	0	0	0.000000249671	0	0	0	0.000000214413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Veillonella.s__Veillonella_dispar	0.000000137125	0	0.000000101351	0	0	0	0	0	0	0	0	0.000000029538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000117051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000270711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000182729	0.0000000740483	0	0.000000330789	0	0	0	0.000000131075	0	0	0	0.0000000549545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Veillonella.s__Veillonella_infantium	0.000000166175	0	0.000000278043	0	0	0	0	0	0	0	0	0.000000117211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000609382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000333783	0.0000000333044	0	0.000000601636	0	0	0	0.00000015825	0	0	0	0.0000000782277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Veillonella.s__Veillonella_parvula	0.00000384996	0	0.000000884747	0	0	0	0	0	0	0.000000100687	0	0.00000241802	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000618732	0	0	0.000000959134	0	0.0000000859182	0	0	0	0	0	0	0.0000000564475	0	0	0	0	0	0	0	0.000000812274	0	0	0	0	0	0	0	0	0	0.0000000782695	0	0.00000329793	0	0	0	0.000000152301	0.000000785829	0	0.000000627534	0	0	0	0.0000000443574	0	0	0	0.00000122535	0	0	0.000000325872	0	0	0	0	0	0	0	0	0	0	0
