# Pathway	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B7	B8	B9	C1	C2	C3	C4	C5	C6	C7	MAD001F	MAD005C	MAD006F	MAD009F	MAD012C	MAD012F	MAD013C	MAD013F	MAD014F	MAD015F	MAD024C	MAD024Crep	MAD025C	MAD025F	MAD026C	MAD026F	MAD029F	MAD032F	MAD035F	MAD037F	MAD038C	MAD038F	MAD039F	MAD040F	MAD041F	MAD042F	MAD043F	MAD044F	MAD045F	MAD046F	MAD047F	MAD048C	MAD048F	MAD049C	MAD049F	MAD050C	MAD050F	MAD051C	MAD051F	MAD052C	MAD052F	MAD053C	MAD053F	MAD054C	MAD054F	MAD055C	MAD055F	MAD056C	MAD056F	MAD057C	MAD057F	MAD058C	MAD058F	MAD059F	MAD060C	MAD060F
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Veillonella.s__Veillonella_rogosae	0.000000270288	0	0.000000418792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000235298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000249553	0.000000781602	0	0	0	0	0	0	0	0	0	0	0.000000448208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	0.0000428655	0.0000635246	0.0000493815	0.0000873715	0.0000783853	0.0000521831	0.000123255	0.000221536	0.0000496942	0.0000528712	0.0000691428	0.0000353378	0.0000888583	0.000117732	0.000143214	0.00014776	0.0000746324	0.0000707407	0.000117727	0.0000776051	0.000099959	0.000047881	0.0000537521	0.0000633812	0.000116544	0.000138226	0.0000547073	0.00006177	0.0000767658	0.0000467215	0.0000737755	0.0000723641	0.000102974	0.000117045	0.0000839635	0.000199249	0.0000503885	0.0000933651	0.000105208	0.000166358	0.0000844361	0.0000815695	0.0000772771	0.0000831231	0.000454683	0.000199137	0.000169858	0.000114172	0.000148041	0.000149687	0.0000334765	0.000156877	0.000103494	0.000158174	0.000111534	0.0000915158	0.000125614	0.000110838	0.0000883542	0.0000550579	0.0000522927	0.0000641839	0.000055939	0.0000820035	0.0000862082	0.00006166	0.000159908	0.0000649962	0.0000519657	0.000128071	0.0000765626	0.0000813147	0.00018385	0.0000702862	0.0000764525	0.0000391057	0.0000966515	0.0000813748	0.000100208	0.0000595889	0.0000673464	0.0000553325	0.0000696888	0.0000499241	0.000107071	0.000109529
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.000290273	0.00016933	0.000262671	0.000249116	0.000200732	0.000155612	0.000235735	0.000289251	0.000168695	0.000153885	0.000220206	0.000216282	0.000209975	0.000240336	0.000410322	0.00027039	0.00025324	0.000289303	0.000212855	0.000188131	0.000271425	0.000289114	0.000292519	0.000115155	0.000244309	0.000272505	0.000330408	0.000378321	0.000196344	0.000184147	0.000246014	0.000217175	0.000273068	0.000385382	0.000211063	0.000414143	0.0000983301	0.000220374	0.000290731	0.000344354	0.000264671	0.000275303	0.000430614	0.000336372	0.000404586	0.000326889	0.000365811	0.000425864	0.000392605	0.000436194	0.000228547	0.000184207	0.000246436	0.0002667	0.000240578	0.000358476	0.000324876	0.000408346	0.000224155	0.00016475	0.000317407	0.000260122	0.000192416	0.000385706	0.000333463	0.000253933	0.000335198	0.000286841	0.000358387	0.000228383	0.000272653	0.000206345	0.000397193	0.00029812	0.000224813	0.000160661	0.000309238	0.000213348	0.000305218	0.000209196	0.000309161	0.00021674	0.000111207	0.000174971	0.000252302	0.000246079
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000313985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000132479	0	0	0	0	0	0.00000028637	0	0	0	0	0	0.000000233832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000829168	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0.0000000926438	0	0.000000461277	0.0000000720559	0	0	0	0	0	0.00000277862	0	0	0	0.00000233978	0	0.0000000889284	0	0	0	0.000000241387	0.00000450515	0.0000000879013	0	0	0	0	0.00000414997	0	0	0	0	0	0	0	0.000000536514	0	0	0.00000344923	0.00000672722	0.000000134899	0.00000022533	0.0000019304	0.00000348168	0.000000212288	0	0	0.00000399025	0.00000255415	0	0	0	0	0	0	0.0000278146	0.000000313668	0.000016441	0	0	0.00000659352	0	0	0	0	0.0000000719916	0.00000166486	0.0000000640216	0	0.000000162298	0.00000228189	0.000000274533	0.00000145992	0	0	0.000000911191	0.0000135386	0	0	0	0	0.00000254232	0	0	0.00000017774	0.000000087031
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0.0000000637544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000870226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000215499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000831041	0	0	0	0	0	0.00000141083	0	0.00000243343	0	0	0	0.0000000378988	0	0	0	0	0	0	0	0	0	0.0000000360653	0	0	0	0	0	0	0	0	0	0	0	0	0.000000191752	0	0	0	0	0	0	0.0000027776	0	0	0	0.000000237411	0.000000137607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000030551	0	0	0	0	0	0	0	0	0.00000363625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000832227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000007109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000291101	0	0.00000247713	0	0	0	0	0	0.0000017976	0	0	0	0	0	0	0	0	0	0.00000171518	0	0	0	0	0	0.000000804717	0	0	0	0	0	0	0	0	0	0	0	0.0000176772	0	0.00000038047	0	0	0	0	0	0	0	0	0	0	0	0.000000166602	0.00000383207	0.000000284875	0.00000231215	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000262857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0.000000107212	0.000000186006	0.000000443367	0.000000496898	0	0.00000395095	0.0000200353	0.000000880754	0	0.00000436206	0	0.00000182226	0	0.00000366117	0	0.0000000786083	0.00000807143	0.00000237661	0.000000534424	0.000000920547	0.00000494871	0.0000000322995	0	0	0	0.0000000812593	0.000000754057	0.00000247745	0.000000516463	0.000019429	0.000000413627	0	0.000000624162	0	0.000000358087	0.00000121866	0.0000090889	0.000000153817	0.00000175165	0.000000159918	0.000000167535	0.00000166978	0.00000395622	0.0000000524438	0	0	0.00000660677	0.0000012116	0.00000371539	0	0	0	0.00000216102	0	0.0000190303	0.000000118292	0.00000256627	0	0	0.00000196973	0	0	0.000000856077	0.00000203007	0.000000116246	0.00000175657	0.00000587001	0.00001621	0.000000428663	0.00000252229	0	0.00000175689	0	0	0.00000354594	0.00000530393	0.00000217529	0.00000275853	0.00000696753	0.0000221193	0.00000123802	0	0	0	0.000000116731
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0.00000767799	0.00000109087	0	0.00000412684	0	0	0	0.00000393119	0.00000553705	0	0	0	0	0.00000201566	0.0000374337	0.00000624781	0.000000138687	0	0	0	0	0	0	0	0.000000118893	0	0	0	0.00000111256	0	0	0	0.000000110491	0	0	0	0.000011038	0	0.000000180533	0	0	0.000000119103	0	0	0.0000203977	0	0.0000034033	0	0	0	0.000000486564	0	0	0	0	0	0	0	0	0	0	0	0	0.000000255747	0.000000241601	0.0000205928	0.00000016756	0.000000744269	0	0	0	0	0.00000106175	0.00000459228	0	0	0.000000318636	0.00000457765	0.00000274138	0.000000226162	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	0	0.000000038024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000039628	0.00000530547	0	0	0	0	0	0.0000000524925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000155722	0	0	0.0000035158	0.000002823	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	0	0	0	0	0	0	0	0.0000000622279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Cetobacterium.s__Cetobacterium_somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000751026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Christensenella.s__Christensenella_minuta	0.0000000771782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000428191	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Clostridioides.s__Clostridioides_difficile	0.00000179585	0	0.0000160232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000133781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000174489	0.00000039676	0	0	0	0	0	0	0	0	0	0	0	0	0.000000121352	0	0	0	0.000000434247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Clostridium.s__Clostridium_paraputrificum	0.000000200902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000657786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000712799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Clostridium.s__Clostridium_sp_CAG_221	0	0	0	0	0	0	0	0	0	0	0	0	0.000000379284	0	0	0	0	0	0	0	0.000000370686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000761447	0	0	0	0	0	0	0	0.0000000659307	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000737899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0	0	0	0	0.000000309872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000264578	0.00000137468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000151012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000202094	0.000000958277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Desulfovibrio.s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000113533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Dialister.s__Dialister_sp_CAG_486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000061169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eggerthella.s__Eggerthella_lenta	0	0.000000658777	0	0	0	0	0	0	0	0	0.000000211904	0.000000615856	0	0	0	0.000000135569	0	0	0.00000031926	0	0.000000262597	0.000000158791	0.000000926309	0	0	0	0	0	0.00000069884	0	0.000000671308	0.000000720925	0	0	0.000000582822	0	0.00000146039	0	0	0.000000859191	0	0	0	0.00000013794	0.0000072346	0.000000580708	0	0	0	0.000000608448	0	0.0000010493	0.000000791822	0	0	0.000000394057	0	0	0.000000589398	0	0	0.00000354203	0.000000883852	0.000000412443	0	0.000000237933	0	0.000000345932	0.00000112865	0.00000118498	0.000000899338	0	0	0.00000345595	0.000000258489	0.000000562374	0	0.000000472731	0.000000588228	0.000000865429	0.000000706917	0	0.00000134099	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000120655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000318313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Enterococcus.s__Enterococcus_avium	0.000000226145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000136433	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000910357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Enteroscipio.s__Enteroscipio_rubneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000214481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Erysipelatoclostridium.s__Clostridium_innocuum	0.00000102391	0	0.00000158765	0	0	0	0	0	0	0	0	0.000000765417	0.000000113798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000267356	0.000000888998	0	0	0	0	0	0.0000000814601	0	0	0	0	0	0	0	0	0	0.000000279183	0.0000000872557	0	0	0	0	0	0.000000110117	0.000000237618	0.000000184802	0	0	0.000000281568	0.000000334349	0	0	0	0	0.000000637782	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Erysipelatoclostridium.s__Clostridium_spiroforme	0	0	0	0	0	0	0	0	0	0	0.000000109085	0.0000000786123	0	0	0.000000295066	0.000000249553	0.000000153496	0	0	0	0.000000564091	0	0	0	0	0	0	0	0	0	0	0	0.000000187936	0	0	0	0	0	0	0	0.000000840587	0.000000679586	0.000000213568	0	0.0000027234	0.000000781795	0	0	0	0	0	0	0	0	0.000000776367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000447483	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0.000000114185	0.00000267859	0.00000172292	0	0.000000247339	0	0	0	0	0.00000240021	0.00000181431	0.00000549768	0	0	0.0000050206	0	0	0	0	0	0	0.000000708138	0	0	0.000000389071	0	0.0000026762	0.000000525044	0	0	0	0.00000103492	0	0.000000109086	0	0	0.0000040423	0	0	0.000000444451	0	0	0.0000115401	0	0.0000000957405	0.00000257414	0	0	0	0	0.000055482	0.00000345432	0	0	0	0.000000163721	0	0	0	0	0	0.0000117965	0.00000109929	0.0000139291	0.000000804263	0.0000649225	0	0.00000016265	0.000000503333	0.00000367139	0	0.00000513198	0	0	0	0	0	0	0	0	0	0	0	0.00000257583	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Eubacterium.s__Eubacterium_callanderi	0.00000180502	0	0.000000144645	0	0	0	0	0	0	0	0	0.000000430606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000102908	0	0	0	0	0	0	0	0	0	0	0.00000207176	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000128531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0.000000366315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Fusobacterium.s__Fusobacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0.0000000596065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000888344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000411887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000735682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000622241	0.000000100769	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000226235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_casei_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000049443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000671632	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_mucosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000144486	0	0	0	0	0	0	0	0.0000030806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
